0:3	Account: minhvu25091990	 Name: DocXinh	 Level: 81	 IP Address: 116.110.119.64 : 13647
21:40	Account: mapdl1	 Name: §¹tÙMa	 Level: 94	 IP Address: 14.237.150.66 : 49179
21:40	Account: mapdl2	 Name: TiªnÙTö	 Level: 91	 IP Address: 14.237.150.66 : 49184
21:41	Account: tranhoangcham1	 Name: Duonggia	 Level: 82	 IP Address: 14.183.199.115 : 2437
21:42	Account: mapdl3	 Name: ThiªnÙNhÉn	 Level: 98	 IP Address: 14.237.150.66 : 49199
21:43	Account: dm0010	 Name: CL0001	 Level: 89	 IP Address: 14.237.150.66 : 49205
21:44	Account: dm0010	 Name: CL0001	 Level: 89	 IP Address: 14.237.150.66 : 49212
21:45	Account: mapdl4	 Name: §åÙThÇnÙS¸tÙQuû	 Level: 119	 IP Address: 14.237.150.66 : 49218
21:45	Account: dm0010	 Name: CL0001	 Level: 89	 IP Address: 14.237.150.66 : 49222
21:47	Account: dm0010	 Name: CL0001	 Level: 89	 IP Address: 14.237.150.66 : 49239
21:48	Account: dm0008	 Name: ahihii	 Level: 1	 IP Address: 14.237.150.66 : 49246
21:48	Account: cap1ne	 Name: zZzKuTungzZz	 Level: 1	 IP Address: 183.80.182.236 : 49245
21:49	Account: nam92hd7	 Name: Gi÷ÙR¸cÙNo1	 Level: 81	 IP Address: 27.73.192.221 : 19947
21:50	Account: nam92hd8	 Name: Gi÷ÙR¸cÙNo2	 Level: 81	 IP Address: 27.73.192.221 : 19949
21:52	Account: tranhoangcham2	 Name: AuDuongPhong1	 Level: 81	 IP Address: 14.183.199.115 : 2808
21:52	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 114	 IP Address: 118.71.192.89 : 28124
21:54	Account: tranhoangcham3	 Name: CaITheAnhung	 Level: 80	 IP Address: 14.183.199.115 : 2822
21:55	Account: tranhoangcham4	 Name: 11111111111	 Level: 80	 IP Address: 14.183.199.115 : 2846
21:55	Account: tranhoangcham5	 Name: bando123	 Level: 80	 IP Address: 14.183.199.115 : 2858
21:58	Account: huynhtrongtri11	 Name: PhoiCacKieu	 Level: 80	 IP Address: 42.119.136.199 : 50228
21:58	Account: huynhtrongtri11	 Name: TinhHong	 Level: 80	 IP Address: 42.119.136.199 : 50230
21:59	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 114	 IP Address: 42.119.136.199 : 50234
21:59	Account: tranhoangcham5	 Name: bando123	 Level: 80	 IP Address: 14.183.199.115 : 2932
22:0	Account: huynhtrongtri14	 Name: Daccacloai	 Level: 80	 IP Address: 42.119.136.199 : 50236
22:1	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 110	 IP Address: 27.73.149.169 : 3181
22:1	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 114	 IP Address: 118.71.192.89 : 19344
22:1	Account: tranhoangcham3	 Name: CaITheAnhung	 Level: 80	 IP Address: 14.183.199.115 : 3062
22:3	Account: dm0009	 Name: zbcÙxyz	 Level: 80	 IP Address: 14.237.150.66 : 49324
22:4	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 105	 IP Address: 42.119.136.199 : 50239
22:4	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 114	 IP Address: 118.71.192.89 : 29249
22:7	Account: 1kill1000	 Name: TieuTien	 Level: 1	 IP Address: 1.53.229.119 : 58407
22:9	Account: dm0002	 Name: TTTTTTT	 Level: 80	 IP Address: 14.237.150.66 : 49346
22:9	Account: nam92hd7	 Name: Gi÷ÙR¸cÙNo1	 Level: 81	 IP Address: 27.73.192.221 : 1360
22:11	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 107	 IP Address: 27.73.192.221 : 1366
22:13	Account: dm0001	 Name: dm0001	 Level: 84	 IP Address: 14.237.150.66 : 49366
22:13	Account: kingvl1	 Name: HáaLongCaCa	 Level: 87	 IP Address: 118.71.192.89 : 64098
22:16	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 105	 IP Address: 42.119.136.199 : 50247
22:18	Account: dm0001	 Name: dm0001	 Level: 84	 IP Address: 14.237.150.66 : 49393
22:18	Account: nd0001	 Name: nd0001	 Level: 82	 IP Address: 14.237.150.66 : 49400
22:22	Account: longyen011	 Name: MrÙLong	 Level: 94	 IP Address: 14.187.167.3 : 49448
22:25	Account: mapdl4	 Name: §åÙThÇnÙS¸tÙQuû	 Level: 119	 IP Address: 14.237.150.66 : 49428
22:25	Account: llkuem01	 Name: TuÖÙLinh	 Level: 80	 IP Address: 116.99.146.55 : 51232
22:28	Account: mapdl1	 Name: §¹tÙMa	 Level: 94	 IP Address: 14.237.150.66 : 49444
22:28	Account: mapdl2	 Name: TiªnÙTö	 Level: 91	 IP Address: 14.237.150.66 : 49450
22:29	Account: mapdl3	 Name: ThiªnÙNhÉn	 Level: 98	 IP Address: 14.237.150.66 : 49452
22:29	Account: mapdl3	 Name: ThiªnÙNhÉn	 Level: 98	 IP Address: 14.237.150.66 : 49456
22:30	Account: nam92hd2	 Name: PhongÙThÇn	 Level: 99	 IP Address: 27.73.192.221 : 20285
22:31	Account: nam92hd2	 Name: PhongÙThÇn	 Level: 99	 IP Address: 27.73.192.221 : 1532
22:34	Account: mapdl3	 Name: ThiªnÙNhÉn	 Level: 98	 IP Address: 14.237.150.66 : 49480
22:36	Account: mapdl3	 Name: ThiªnÙNhÉn	 Level: 98	 IP Address: 14.237.150.66 : 49490
22:40	Account: mapdl3	 Name: ThiªnÙNhÉn	 Level: 98	 IP Address: 14.237.150.66 : 49510
22:41	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 110	 IP Address: 27.73.149.169 : 3207
22:41	Account: huynhtrongtri17	 Name: bombobmbobmbmb	 Level: 80	 IP Address: 42.119.136.199 : 50265
22:42	Account: mapdl3	 Name: ThiªnÙNhÉn	 Level: 98	 IP Address: 14.237.150.66 : 49522
22:42	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 114	 IP Address: 42.119.136.199 : 50268
22:49	Account: mapdl1	 Name: §¹tÙMa	 Level: 94	 IP Address: 14.237.150.66 : 49556
22:49	Account: mapdl2	 Name: TiªnÙTö	 Level: 91	 IP Address: 14.237.150.66 : 49558
22:49	Account: mapdl3	 Name: ThiªnÙNhÉn	 Level: 98	 IP Address: 14.237.150.66 : 49562
22:50	Account: mapdl3	 Name: ThiªnÙNhÉn	 Level: 98	 IP Address: 14.237.150.66 : 49564
22:50	Account: dm0008	 Name: ahihii	 Level: 80	 IP Address: 14.237.150.66 : 49570
22:51	Account: mapdl4	 Name: §åÙThÇnÙS¸tÙQuû	 Level: 119	 IP Address: 14.237.150.66 : 49574
22:55	Account: mapdl4	 Name: §åÙThÇnÙS¸tÙQuû	 Level: 119	 IP Address: 14.237.150.66 : 49594
23:18	Account: hieuham1994	 Name: §écC«ÙCÇuB¹i	 Level: 82	 IP Address: 27.73.149.169 : 3215
23:20	Account: huynhtrongtri17	 Name: MayMAn	 Level: 1	 IP Address: 42.119.136.199 : 50284
23:38	Account: vunguyen1984	 Name: BinBin	 Level: 86	 IP Address: 27.75.46.206 : 54668
23:44	Account: sangtpbrvt	 Name: SangTp	 Level: 116	 IP Address: 113.184.175.82 : 53254
23:46	Account: 83vunguyen	 Name: AnhThang	 Level: 80	 IP Address: 27.75.46.206 : 54926
23:48	Account: sangtpbrvt1	 Name: SangTp111	 Level: 97	 IP Address: 113.184.175.82 : 53257
23:49	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 114	 IP Address: 118.71.192.89 : 62683
23:49	Account: banhang1	 Name: 1234566789	 Level: 84	 IP Address: 118.71.192.89 : 32767
23:51	Account: sangtpbrvt2	 Name: SangTp222	 Level: 96	 IP Address: 113.184.175.82 : 53259
23:53	Account: sangtpbrvt3	 Name: money8	 Level: 83	 IP Address: 113.184.175.82 : 53262
23:56	Account: sangtpbrvt4	 Name: money9	 Level: 84	 IP Address: 113.184.175.82 : 53265
23:58	Account: sangtpbrvt5	 Name: SangTp555	 Level: 90	 IP Address: 113.184.175.82 : 53267
