Ãỷ³ặ	ItemGenre	DetailType	ParticularType	ả¯ằưẻÄẳỵÃỷ	ảễểƯẻùẳỵậữềý	¿ớảẩ	áòảẩ	ậàÃữẻÄìệ	ẻồééấụéễ	ẳÛáủ	àẩẳả	ấầãủàỵãÅ	ằự´Ăấụéễ1ÀàéÍ	ằự´Ăấụéễ1ìợéĂệà	ằự´Ăấụéễ1ìợ´úệà	ằự´Ăấụéễ2ÀàéÍ	ằự´Ăấụéễ2ìợéĂệà	ằự´Ăấụéễ2ìợ´úệà	ằự´Ăấụéễ3ÀàéÍ	ằự´Ăấụéễ3ìợéĂệà	ằự´Ăấụéễ3ìợ´úệà	ằự´Ăấụéễ4ÀàéÍ	ằự´Ăấụéễ4ìợéĂệà	ằự´Ăấụéễ4ìợ´úệà	ằự´Ăấụéễ5ÀàéÍ	ằự´Ăấụéễ5ìợéĂệà	ằự´Ăấụéễ5ìợ´úệà	ằự´Ăấụéễ6ÀàéÍ	ằự´Ăấụéễ6ìợéĂệà	ằự´Ăấụéễ6ìợ´úệà	ằự´Ăấụéễ7ÀàéÍ	ằự´Ăấụéễ7ìợéĂệà	ằự´Ăấụéễ7ìợ´úệà	éốầúấụéễ1ÀàéÍ	éốầúấụéễ1ấýệà	éốầúấụéễ2ÀàéÍ	éốầúấụéễ2ấýệà	éốầúấụéễ3ÀàéÍ	éốầúấụéễ3ấýệà	éốầúấụéễ4ÀàéÍ	éốầúấụéễ4ấýệà	éốầúấụéễ5ÀàéÍ	éốầúấụéễ5ấýệà	éốầúấụéễ6ÀàéÍ	éốầúấụéễ6ấýệà	ÄĐãăấụéễậữềý1	ÄĐãăấụéễậữềý2	ÄĐãăấụéễậữềý3	ÄĐãăấụéễậữềý4	ÄĐãăấụéễậữềý5	ÄĐãăấụéễậữềý6	ậựễÚèìì°	Àâếạèìì°	Àâếạèìì°éũºÅ	Àâếạèìì°ềỵ²ỉấụéễ1	Àâếạèìì°ềỵ²ỉấụéễ2	¿ẫẩÛÁảấụéễấýÁ¿	¿ẫẩÛÁảẻặáệặãệấ			
Huyền Viên Tu Tâm Tụ	0	8	1	\spr\item\equip\bangle\obj-bangle14.spr	34	1	2	Bộ trang bị Võ Đang kiếm pháp cấp Huyền Viên(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	8									954	913	973	1196	1333	1293	172	113	4	1426						
Huyền Viên Tu Tâm Pháp Đái	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	Bộ trang bị Võ Đang kiếm pháp cấp Huyền Viên(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	8									954	933	974	1016	1333	1293	172	113	5	1529	1273					
Huyền Viên Tu Tâm Đạo Bào	0	2	1	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	Bộ trang bị Võ Đang kiếm pháp cấp Huyền Viên(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	8									954	853	974	1216	1235	1293	172	113	6	1426	1273					
Huyền Viên Tu Tâm Kiếm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Bộ trang bị Võ Đang kiếm pháp cấp Huyền Viên(7)	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	8									1352	893	1076	1176	1318	1293	172	113	7	1426						
Huyền Viên Tu Tâm Lý	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bộ trang bị Võ Đang kiếm pháp cấp Huyền Viên(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	8									954	873	974	1016	1256	1293	172	113	8	1426	1273					
Huyền Viên Tu Tâm Ngọc Bội	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bộ trang bị Võ Đang kiếm pháp cấp Huyền Viên(9)	3	99999	10	0																						36	120	39	8									953	913	973	1196	1333	1293	172	113	9	1530	1273					
Huyền Viên Tu Tâm Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bộ trang bị Võ Đang kiếm pháp cấp Huyền Viên(10)	4	99999	10	0																						36	120	39	8									953	933	973	1016	1333	1293	172	113	10	130						
Huyền Viên Xuyên Vân Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bộ trang bị Côn Lôn đao pháp cấp Huyền Viên(1)	0	99999	10	0																						36	120	39	9									953	853	974	1016	996	1293	173	114	1	1532	1273					
Huyền Viên Xuyên Vân Đạo Quán	0	7	1	\spr\item\equip\cap\obj-ma-cap06-3.spr	28	2	2	Bộ trang bị Côn Lôn đao pháp cấp Huyền Viên(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	9									954	893	973	1196	1333	1293	173	114	2	1426	1273					
Huyền Viên Xuyên Vân Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bộ trang bị Côn Lôn đao pháp cấp Huyền Viên(3)	1	99999	10	0																						36	120	39	9									953	873	974	1016	1333	1293	173	114	3	130						
Huyền Viên Xuyên Vân Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Bộ trang bị Côn Lôn đao pháp cấp Huyền Viên(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	9									954	913	973	1216	1333	1293	173	114	4	1426						
Huyền Viên Xuyên Vân Yêu Đái	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Bộ trang bị Côn Lôn đao pháp cấp Huyền Viên(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	9									954	933	974	1176	1333	1293	173	114	5	1533	1273					
Huyền Viên Xuyên Vân Đạo Bào	0	2	1	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	Bộ trang bị Côn Lôn đao pháp cấp Huyền Viên(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	9									954	853	974	1016	1235	1293	173	114	6	1426	1273					
Huyền Viên Xuyên Vân Nhẫn	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Bộ trang bị Côn Lôn đao pháp cấp Huyền Viên(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	9									1353	893	1076	1196	1318	1293	173	114	7	1426						
Huyền Viên Xuyên Vân Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bộ trang bị Côn Lôn đao pháp cấp Huyền Viên(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	9									954	873	974	1016	1256	1293	173	114	8	1426	1273					
Huyền Viên Xuyên Vân Bội	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	Bộ trang bị Côn Lôn đao pháp cấp Huyền Viên(9)	3	99999	10	0																						36	120	39	9									953	913	973	1216	1333	1293	173	114	9	1534	1273					
Huyền Viên Xuyên Vân Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bộ trang bị Côn Lôn đao pháp cấp Huyền Viên(10)	4	99999	10	0																						36	120	39	9									953	933	973	1176	1333	1293	173	114	10	130						
Huyền Viên Phá Băng Phù	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Bộ trang bị Côn Lôn kiếm pháp cấp Huyền Viên(1)	3	99999	10	0																						36	120	39	9									953	853	974	1016	996	1293	174	115	1	1536	1273					
Huyền Viên Phá Băng Đạo Quán	0	7	1	\spr\item\equip\cap\obj-ma-cap06-3.spr	28	2	2	Bộ trang bị Côn Lôn kiếm pháp cấp Huyền Viên(2)	4	99999	10	0	30	360	360	31	85	85																36	120	39	9									954	893	973	1196	1333	1293	174	115	2	1426	1273					
Huyền Viên Phá Băng Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bộ trang bị Côn Lôn kiếm pháp cấp Huyền Viên(3)	0	99999	10	0																						36	120	39	9									953	873	974	1016	1333	1293	174	115	3	130						
Huyền Viên Phá Băng Thủ	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Bộ trang bị Côn Lôn kiếm pháp cấp Huyền Viên(4)	2	99999	10	0	30	135	135	31	80	80																36	120	39	9									954	913	973	1216	1333	1293	174	115	4	1426						
Huyền Viên Phá Băng Yêu Đái	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Bộ trang bị Côn Lôn kiếm pháp cấp Huyền Viên(5)	1	99999	10	0	30	160	160	31	80	80																36	120	39	9									954	933	974	1176	1333	1293	174	115	5	1537	1273					
Huyền Viên Phá Băng Đạo Bào	0	2	1	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	Bộ trang bị Côn Lôn kiếm pháp cấp Huyền Viên(6)	3	99999	10	0	30	720	720	31	90	90																36	120	39	9									954	853	974	1016	1235	1293	174	115	6	1426	1273					
Huyền Viên Phá Băng Trường Kiếm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Bộ trang bị Côn Lôn kiếm pháp cấp Huyền Viên(7)	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	9									1358	893	1156	1196	1333	1293	174	115	7	1426						
Huyền Viên Phá Băng Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bộ trang bị Côn Lôn kiếm pháp cấp Huyền Viên(8)	0	99999	10	0	30	160	160	31	80	80																36	120	39	9									954	873	974	1016	1256	1293	174	115	8	1426	1273					
Huyền Viên Phá Băng Bội	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bộ trang bị Côn Lôn kiếm pháp cấp Huyền Viên(9)	2	99999	10	0																						36	120	39	9									953	913	973	1216	1333	1293	174	115	9	1538	1273					
Huyền Viên Phá Băng Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Bộ trang bị Côn Lôn kiếm pháp cấp Huyền Viên(10)	1	99999	10	0																						36	120	39	9									953	933	973	1176	1333	1293	174	115	10	130						
Tử Mãng Vô Tương Châu Liên	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bộ trang bị Thiếu Lâm quyền pháp cấp Tử Mãng(1)	2	99999	10	0																						36	120	39	0									954	934	975	1177	997	1294	175	116	1	1456	1274					
Tử Mãng Vô Tương Tăng Mạo	0	7	0	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	Bộ trang bị Thiếu Lâm quyền pháp cấp Tử Mãng(2)	1	99999	10	0	30	360	360	31	85	85																36	120	39	0									955	854	974	1017	1334	1294	175	116	2	1427	1274					
Tử Mãng Vô Tương Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bộ trang bị Thiếu Lâm quyền pháp cấp Tử Mãng(3)	3	99999	10	0																						36	120	39	0									954	894	975	1197	1334	1294	175	116	3	130						
Tử Mãng Vô Tương Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Bộ trang bị Thiếu Lâm quyền pháp cấp Tử Mãng(4)	4	99999	10	0	30	135	135	31	80	80																36	120	39	0									955	874	974	1017	1334	1294	175	116	4	1427	1274					
Tử Mãng Vô Tương Yêu Đái	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	Bộ trang bị Thiếu Lâm quyền pháp cấp Tử Mãng(5)	0	99999	10	0	30	160	160	31	80	80																36	120	39	0									955	914	975	1217	1334	1294	175	116	5	1457	1274					
Tử Mãng Vô Tương Cà Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-3.spr	22	2	3	Bộ trang bị Thiếu Lâm quyền pháp cấp Tử Mãng(6)	2	99999	10	0	30	720	720	31	90	90																36	120	39	0									955	934	975	1177	1236	1294	175	116	6	1427	1766					
Tử Mãng Vô Tương Triền Thủ	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	Bộ trang bị Thiếu Lâm quyền pháp cấp Tử Mãng(7)	1	99999	10	0	28	1	1	29	1	1	167	-30	-30	31	99	99										36	120	39	0									1277	854	1077	1017	1334	1294	175	116	7	1427	130					
Tử Mãng Vô Tương Tăng Hài	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bộ trang bị Thiếu Lâm quyền pháp cấp Tử Mãng(8)	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									955	894	975	1197	1257	1294	175	116	8	1427	1274					
Tử Mãng Vô Tương Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bộ trang bị Thiếu Lâm quyền pháp cấp Tử Mãng(9)	4	99999	10	0																						36	120	39	0									954	874	974	1017	1334	1294	175	116	9	1458	1274					
Tử Mãng Vô Tương Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bộ trang bị Thiếu Lâm quyền pháp cấp Tử Mãng(10)	0	99999	10	0																						36	120	39	0									954	914	974	1217	1334	1294	175	116	10	130						
Tử Mãng Tứ Không Phật Châu	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bộ trang bị Thiếu Lâm côn pháp cấp Tử Mãng(1)	4	99999	10	0																						36	120	39	0									954	934	975	1177	997	1294	176	117	1	1459	1274					
Tử Mãng Tứ Không Tăng Mạo	0	7	0	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	Bộ trang bị Thiếu Lâm côn pháp cấp Tử Mãng(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	0									955	854	974	1017	1334	1294	176	117	2	1427	1274					
Tử Mãng Tứ Không Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bộ trang bị Thiếu Lâm côn pháp cấp Tử Mãng(3)	2	99999	10	0																						36	120	39	0									954	894	975	1197	1334	1294	176	117	3	130						
Tử Mãng Tứ Không Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Bộ trang bị Thiếu Lâm côn pháp cấp Tử Mãng(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	0									955	874	974	1017	1334	1294	176	117	4	1427	1274					
Tử Mãng Tứ Không Yêu Đái	0	6	0	\spr\item\equip\sash\obj-sash07.spr	33	2	1	Bộ trang bị Thiếu Lâm côn pháp cấp Tử Mãng(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									955	914	975	1217	1334	1294	176	117	5	1460	1274					
Tử Mãng Tứ Không Cà Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-3.spr	22	2	3	Bộ trang bị Thiếu Lâm côn pháp cấp Tử Mãng(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	0									955	934	975	1177	1236	1294	176	117	6	1427	1274					
Tử Mãng Tứ Không Tăng Côn	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	Bộ trang bị Thiếu Lâm côn pháp cấp Tử Mãng(7)	0	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	120	39	0									1352	854	1077	1017	1334	1294	176	117	7	1427	130					
Tử Mãng Tứ Không Tăng Hài	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bộ trang bị Thiếu Lâm côn pháp cấp Tử Mãng(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	0									955	894	975	1197	1257	1294	176	117	8	1427	1708					
Tử Mãng Tứ Không Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist19.spr	36	1	2	Bộ trang bị Thiếu Lâm côn pháp cấp Tử Mãng(9)	1	99999	10	0																						36	120	39	0									954	874	974	1017	1334	1294	176	117	9	1461	1274					
Tử Mãng Tứ Không Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bộ trang bị Thiếu Lâm côn pháp cấp Tử Mãng(10)	3	99999	10	0																						36	120	39	0									954	914	974	1217	1334	1294	176	117	10	130						
Tử Mãng Thanh Tịnh Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bộ trang bị Thiếu Lâm đao pháp cấp Tử Mãng(1)	4	99999	10	0																						36	120	39	0									954	934	975	1177	997	1294	177	118	1	1459	1274					
Tử Mãng Thanh Tịnh Tăng Mạo	0	7	0	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	Bộ trang bị Thiếu Lâm đao pháp cấp Tử Mãng(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	0									955	854	974	1017	1334	1294	177	118	2	1427	1274					
Tử Mãng Thanh Tịnh Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bộ trang bị Thiếu Lâm đao pháp cấp Tử Mãng(3)	2	99999	10	0																						36	120	39	0									954	894	975	1197	1334	1294	177	118	3	130						
Tử Mãng Thanh Tịnh Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Bộ trang bị Thiếu Lâm đao pháp cấp Tử Mãng(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	0									955	874	974	1017	1334	1294	177	118	4	1427	1709					
Tử Mãng Thanh Tịnh Yêu Đái	0	6	0	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Bộ trang bị Thiếu Lâm đao pháp cấp Tử Mãng(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									955	914	975	1217	1334	1294	177	118	5	1462	1274					
Tử Mãng Thanh Tịnh Cà Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-3.spr	22	2	3	Bộ trang bị Thiếu Lâm đao pháp cấp Tử Mãng(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	0									955	934	975	1177	1236	1294	177	118	6	1427	1274					
Tử Mãng Thanh Tịnh Giới Đao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Bộ trang bị Thiếu Lâm đao pháp cấp Tử Mãng(7)	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	0									1352	854	1077	1017	1334	1294	177	118	7	1427	130					
Tử Mãng Thanh Tịnh Tăng Hài	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Bộ trang bị Thiếu Lâm đao pháp cấp Tử Mãng(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	0									955	894	975	1197	1257	1294	177	118	8	1427	1274					
Tử Mãng Thanh Tịnh Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bộ trang bị Thiếu Lâm đao pháp cấp Tử Mãng(9)	1	99999	10	0																						36	120	39	0									954	874	974	1017	1334	1294	177	118	9	1463	1274					
Tử Mãng Thanh Tịnh Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bộ trang bị Thiếu Lâm đao pháp cấp Tử Mãng(10)	3	99999	10	0																						36	120	39	0									954	914	974	1217	1334	1294	177	118	10	130						
Tử Mãng Sùng Minh Liên	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bộ trang bị Thiên Vương chùy pháp cấp Tử Mãng(1)	0	99999	10	0																						36	120	39	1									954	854	975	1017	997	1294	178	119	1	1464	1274					
Tử Mãng Sùng Minh Khôi	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	Bộ trang bị Thiên Vương chùy pháp cấp Tử Mãng(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									955	894	974	1197	1334	1294	178	119	2	1437	1274					
Tử Mãng Sùng Minh Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bộ trang bị Thiên Vương chùy pháp cấp Tử Mãng(3)	1	99999	10	0																						36	120	39	1									954	874	975	1017	1334	1294	178	119	3	130						
Tử Mãng Sùng Minh Thúc Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Bộ trang bị Thiên Vương chùy pháp cấp Tử Mãng(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									955	914	974	1217	1334	1294	178	119	4	1437	1274					
Tử Mãng Sùng Minh Yêu Đái	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Bộ trang bị Thiên Vương chùy pháp cấp Tử Mãng(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									955	934	975	1177	1334	1294	178	119	5	1465	1274					
Tử Mãng Sùng Minh Khải	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	23	2	3	Bộ trang bị Thiên Vương chùy pháp cấp Tử Mãng(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	1									955	854	975	1017	1236	1294	178	119	6	1437	1710					
Tử Mãng Sùng Minh Chùy	0	0	4	\spr\item\equip\closeweapon\obj-adha04.spr	13	2	2	Bộ trang bị Thiên Vương chùy pháp cấp Tử Mãng(7)	2	99999	10	0	28	55	55	29	165	165	167	-30	-30	31	99	99										36	120	39	1									1277	894	1077	1197	1319	1294	178	119	7	1437	130					
Tử Mãng Sùng Minh Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Bộ trang bị Thiên Vương chùy pháp cấp Tử Mãng(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									955	874	975	1017	1257	1294	178	119	8	1437	1274					
Tử Mãng Sùng Minh Bội	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bộ trang bị Thiên Vương chùy pháp cấp Tử Mãng(9)	3	99999	10	0																						36	120	39	1									954	914	974	1217	1334	1294	178	119	9	1466	1274					
Tử Mãng Sùng Minh Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bộ trang bị Thiên Vương chùy pháp cấp Tử Mãng(10)	4	99999	10	0																						36	120	39	1									954	934	974	1177	1334	1294	178	119	10	130						
Tử Mãng Định Hải Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bộ trang bị Thiên Vương thương pháp cấp Tử Mãng(1)	0	99999	10	0																						36	120	39	1									954	854	975	1017	997	1294	179	120	1	1468	1274					
Tử Mãng Định Hải Khôi	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	Bộ trang bị Thiên Vương thương pháp cấp Tử Mãng(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									955	894	974	1197	1334	1294	179	120	2	1437	1274					
Tử Mãng Định Hải Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bộ trang bị Thiên Vương thương pháp cấp Tử Mãng(3)	1	99999	10	0																						36	120	39	1									954	874	975	1017	1334	1294	179	120	3	130						
Tử Mãng Định Hải Thúc Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Bộ trang bị Thiên Vương thương pháp cấp Tử Mãng(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									955	914	974	1217	1334	1294	179	120	4	1437	1274					
Tử Mãng Định Hải Yêu Đái	0	6	1	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Bộ trang bị Thiên Vương thương pháp cấp Tử Mãng(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									955	934	975	1177	1334	1294	179	120	5	1469	1274					
Tử Mãng Định Hải Khải	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	23	2	3	Bộ trang bị Thiên Vương thương pháp cấp Tử Mãng(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	1									955	854	975	1017	1236	1294	179	120	6	1437	1274					
Tử Mãng Định Hải Thương	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	Bộ trang bị Thiên Vương thương pháp cấp Tử Mãng(7)	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	120	39	1									1277	894	1077	1197	1319	1294	179	120	7	1437	130					
Tử Mãng Định Hải Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bộ trang bị Thiên Vương thương pháp cấp Tử Mãng(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									955	874	975	1017	1257	1294	179	120	8	1437	1711					
Tử Mãng Định Hải Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bộ trang bị Thiên Vương thương pháp cấp Tử Mãng(9)	3	99999	10	0																						36	120	39	1									954	914	974	1217	1334	1294	179	120	9	1470	1274					
Tử Mãng Định Hải Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bộ trang bị Thiên Vương thương pháp cấp Tử Mãng(10)	4	99999	10	0																						36	120	39	1									954	934	974	1177	1334	1294	179	120	10	130						
Tử Mãng Tuyên Uy Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bộ trang bị Thiên Vương đao pháp cấp Tử Mãng(1)	0	99999	10	0																						36	120	39	1									954	854	975	1017	997	1294	180	121	1	1472	1274					
Tử Mãng Tuyên Uy Khôi	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	Bộ trang bị Thiên Vương đao pháp cấp Tử Mãng(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									955	894	974	1197	1334	1294	180	121	2	1437	1712					
Tử Mãng Tuyên Uy Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bộ trang bị Thiên Vương đao pháp cấp Tử Mãng(3)	1	99999	10	0																						36	120	39	1									954	874	975	1017	1334	1294	180	121	3	130						
Tử Mãng Tuyên Uy Thúc Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Bộ trang bị Thiên Vương đao pháp cấp Tử Mãng(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									955	914	974	1217	1334	1294	180	121	4	1437	1274					
Tử Mãng Tuyên Uy Yêu Đái	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Bộ trang bị Thiên Vương đao pháp cấp Tử Mãng(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									955	934	975	1177	1334	1294	180	121	5	1473	1274					
